QID,Question,A,B,C,D,Answer,PathID,PathLen,PrScores,EdgeScores,AvgPrScore,AvgEdgeScore,Path,Label,,,,,,,,,,,,PRExplanationQuality,PRExplanationNotes
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,26,4,[1.23284843755e-25,3.05E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.80E-260.8251358655cellular respirationoxygencellular respiration is process by which a cell releases energy from food molecules.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,27,4,[1.23284843755e-25,2.32E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.66E-260.827508038cellular respirationoxygencellular respiration is the process by which cells obtain energy from glucose./cellular respiration is process by which cells obtain energy from glucose.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,31,4,[1.23284843755e-25,9E-27,8.54E-26,4.53E-26,0.81780334820.817803348238]6.37E-260.798618972cellular respirationoxygencellular respiration is The process by which the cell or organism gets energy for all of its activities.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,32,4,[1.23284843755e-25,2.13E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.62E-260.827508038cellular respirationoxygencellular respiration is process by which cells breakdown glucose with the release of energy.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,38,4,[1.23284843755e-25,2.21E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.63E-260.834097612cellular respirationoxygencellular respiration is the process by which cells produce energy from carbohydrates; atmospheric oxygen combines with glucose to form water and carbon dioxide.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,42,4,[1.23284843755e-25,3.44E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.88E-260.8251358655cellular respirationoxygenCellular respiration is process by which cells break down glucose with the release of energy./Cellular Respiration is process by which cells break down glucose with the release of energy./cellular respiration is process by which cells break down glucose with the release of energy.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,53,4,[1.23284843755e-25,2.7E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.73E-260.8251358655cellular respirationoxygencellular respiration is process by which cells release energy from food molecules.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,56,4,[1.23284843755e-25,1.55E-26,8.54E-26,4.53E-26,0.81780334820.817803348238]6.50E-260.8711948948cellular respirationoxygencellular respiration is the process that releases energy from food in the presence of oxygen.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,20,3,[1.23284843755e-25,2.41E-26,4.53E-26,5.55837398823e-26],6.21E-260.8132067524cellular respirationoxygencellular respiration is process where cells use oxygen to produce energy from food.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,22,3,[1.23284843755e-25,2.93E-26,4.53E-26,5.55837398823e-26],6.34E-260.9496115741cellular respirationoxygenCellular respiration is the process of producing ATP in the cell from oxygen and glucose; releases carbon dioxide and water./cellular respiration is the process of producing ATP in the cell from oxygen and glucose; releases carbon dioxide and water.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,29,3,[1.23284843755e-25,2.32E-26,4.53E-26,5.55837398823e-26],6.19E-260.8307429346cellular respirationoxygencellular respiration is the process by which cells obtain energy from glucose./cellular respiration is process by which cells obtain energy from glucose.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,35,3,[1.23284843755e-25,3.14E-26,4.53E-26,5.55837398823e-26],6.39E-260.9496115741cellular respirationoxygencellular respiration is the process of producing (ATP) in the cell from oxygen and glucose;releases carbon dioxide and water.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,39,3,[1.23284843755e-25,2.21E-26,4.53E-26,5.55837398823e-26],6.16E-260.8395290333cellular respirationoxygencellular respiration is the process by which cells produce energy from carbohydrates; atmospheric oxygen combines with glucose to form water and carbon dioxide.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,44,3,[1.23284843755e-25,3.44E-26,4.53E-26,5.55837398823e-26],6.46E-260.8275800379cellular respirationoxygenCellular respiration is process by which cells break down glucose with the release of energy./Cellular Respiration is process by which cells break down glucose with the release of energy./cellular respiration is process by which cells break down glucose with the release of energy.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,54,3,[1.23284843755e-25,2.7E-26,4.53E-26,5.55837398823e-26],6.28E-260.8275800379cellular respirationoxygencellular respiration is process by which cells release energy from food molecules.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,73,3,[1.23284843755e-25,2.7E-26,4.53E-26,5.55837398823e-26],6.28E-260.8275800379cellular respirationoxygenCellular respiration is Process by which a cell releases energy from food molecules.cellular respiration is the process by which cells use oxygen to produce energy from food./Cellular respiration is the process by which cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to produce energy from energy./cellular respiration is process where cells use oxygen to produce energy from food./cellular respiration is the process by which cells use oxygen to release energy from glucose./aerobic cellular respiration is The process by which cells use oxygen to obtain usable energy form an energy source.,2,"oxygen,cellular respiration",,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,96,3,[1.23284843755e-25,2.41E-26,4.53E-26,5.1137596012e-26],6.10E-260.8515237295cellular respirationsugarcellular respiration is process where cells use oxygen to produce energy from food.cellular respiration is the process by which cells break down sugar to release energy.,2,,,,,,,,,,,,,
176873,Which of the following is produced during the process of cellular respiration?,carbon dioxide,sodium chloride,oxygen,sugar,A,98,3,[1.23284843755e-25,2.93E-26,4.53E-26,5.1137596012e-26],6.23E-260.9879285512cellular respirationsugarCellular respiration is the process of producing ATP in the cell from oxygen and glucose; releases carbon dioxide and water./cellular respiration is the process of producing ATP in the cell from oxygen and glucose; releases carbon dioxide and water.cellular respiration is the process by which cells break down sugar to release energy.,2,,,,,,,,,,,,,
